bike_route_name,street_name,bikeway_type,subtype,status,surface_type,snow_removal,segment_length,latitude,longitude,Province
Windermere,Windermere,Local Street,,Active,Paved,No,,49.27764822,-123.0362077,BC
Hillcrest,E 29th Ave,Local Street,,Active,Paved,No,,49.24461024670536,-123.0828943,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.27501820681322,-123.0617791,BC
Mosaic,Woodland Drive,Local Street,,Active,Paved,Yes,,49.26201572321729,-123.0736367,BC
Seaside,Point Grey Rd,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27262663777148,-123.1652299,BC
41st Ave,W 41st Ave,Protected Bike Lanes,R,Active,Paved,Yes,,49.23354998930224,-123.1163822,BC
Masumi Mitsui Greenway,E 59th Ave,Local Street,,Active,Paved,No,,49.21652691367745,-123.0891152,BC
Central Valley,Great Northern Way,Protected Bike Lanes,R,Active,Paved,No,,49.26644781851785,-123.0878582,BC
Ridgeway,Discovery,Local Street,,Active,Paved,No,,49.26440238763555,-123.2029992,BC
Ridgeway,Discovery,Local Street,,Active,Paved,No,,49.26168161973972,-123.2030942,BC
King Edward,W King Edward,Painted Lanes,PBP,Active,Paved,Yes,,49.24820243749613,-123.1638913,BC
Broughton,BROUGHTON ST,Protected Bike Lanes,R,Active,Paved,No,,49.29018303045643,-123.1265001,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.23833309642961,-123.1577788,BC
Yukon,Yukon,Painted Lanes,NB,Active,Paved,Yes,,49.26245070015393,-123.1129267,BC
Yukon,Yukon,Local Street,OSB,Active,Paved,No,,49.25605397,-123.1125213,BC
Mosaic,McLean Drive,Local Street,,Active,Paved,Yes,,49.28200746811948,-123.0740976,BC
Wales Duchess,Duchess,Local Street,,Active,Paved,No,,49.240485813948624,-123.051436,BC
Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.25936436831548,-123.1525412,BC
22nd Ave,E 22nd Ave,Painted Lanes,NB,Active,Paved,Yes,,49.250630959487786,-123.0452908,BC
Pender,Pender,Painted Lanes,NB,Active,Paved,No,,49.28073529787058,-123.1056881,BC
Cornwall,Cornwall,Protected Bike Lanes,R,Active,Paved,Yes,,49.27243521646816,-123.1459167,BC
East Side Cross Cut,Lillooet St,Local Street,,Active,Paved,No,,49.26316101935335,-123.0390309,BC
10th Ave,W 10th Ave,Protected Bike Lanes,SL,Active,Paved,Yes,,49.26288497,-123.1542842,BC
Valley,Trafalgar,Local Street,,Active,Paved,No,,49.26199979377018,-123.1647447,BC
SW Marine,SW Marine Drive,Painted Lanes,PBT,Active,Paved,Yes,,49.23015762413954,-123.182661,BC
SW Marine,SW Marine Drive,Painted Lanes,PBT,Active,Paved,Yes,,49.23028717424318,-123.1842577,BC
Seaside,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.26971914638061,-123.1365569,BC
Haro,Haro,Local Street,,Active,Paved,No,,49.28581014996907,-123.1288289,BC
Dunbar,Dunbar,Painted Lanes,NB,Active,Paved,Yes,,49.24688220263218,-123.1852156,BC
Windsor,Windsor,Local Street,,Active,Paved,No,,49.251294467662554,-123.0837953,BC
Dunsmuir,Dunsmuir,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28141193518489,-123.1129929,BC
Dumfries,Dumfries,Local Street,,Active,Paved,No,,49.255113752200586,-123.0728786,BC
Cambie,Cambie,Painted Lanes,NB,Active,Paved,Yes,,49.240745464937966,-123.1183856,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.23352439251734,-123.1056379,BC
Midtown,E 29th Ave,Shared Lanes,,Active,Paved,Yes,,49.24456111915687,-123.0343939,BC
Cambie,Cambie,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28367376967272,-123.1090528,BC
Midtown/Ridgeway,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.236214071090934,-123.067013,BC
Lakewood,Off Street,Protected Bike Lanes,OSB,Active,Paved,No,,49.28574813306673,-123.0619264,BC
Nanaimo,Nanaimo St.,Painted Lanes,PBP,Active,Paved,No,,49.27357122310474,-123.0565828,BC
St George,ST. GEORGE ST,Local Street,,Active,Paved,No,,49.26322903196509,-123.0929774,BC
Off-Broadway,W 8th Ave,Local Street,,Active,Paved,Yes,,49.26555681942307,-123.2075184,BC
Blanca,Blanca,Painted Lanes,PBT,Active,Paved,Yes,,49.263688755432355,-123.2152202,BC
SW Marine,SW Marine Drive,Painted Lanes,PBT,Active,Paved,Yes,,49.23441368118734,-123.1957086,BC
Sunrise,Slocan,Local Street,,Active,Paved,No,,49.26547640434881,-123.0495255,BC
Off-Broadway,W 7th Ave,Local Street,,Active,Paved,No,,49.26530386151034,-123.1357969,BC
Seaside,Point Grey Rd,Local Street,,Active,Paved,Yes,,49.27184155231468,-123.1805736,BC
Adanac,Union,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27763786943998,-123.0980054,BC
Musqueam Park Trail,,Protected Bike Lanes,OSS,Active,,No,,49.21826477541566,-123.1815112,BC
Valley,Trafalgar,Local Street,,Active,Paved,No,,49.25973865182645,-123.1648255,BC
14th Ave,W 14th Ave,Local Street,,Active,Paved,No,,49.25876413750741,-123.1169518,BC
Kerr,Kerr,Protected Bike Lanes,R,Active,Paved,Yes,,49.207631466770586,-123.0422401,BC
67th Ave,W 67th Ave,Local Street,,Active,Paved,No,,49.21080643088767,-123.1353453,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.21359661084739,-123.1240182,BC
Midtown,W 39th Ave,Local Street,,Active,Paved,No,,49.236452559748955,-123.1902887,BC
SW Marine,SW Marine Drive,Painted Lanes,PBT,Active,Paved,Yes,,49.21219894633496,-123.1514452,BC
45th Ave,E 47th Ave,Local Street,,Active,Paved,No,,49.22716277040048,-123.0741109,BC
Alberni,Alberni,Painted Lanes,NB,Active,Paved,Yes,,49.29136239162547,-123.1331084,BC
3rd Ave,W 3rd Ave,Local Street,,Active,Paved,No,,49.26949981194804,-123.1846331,BC
Kent,Crompton,Local Street,,Active,Paved,No,,49.21061340102512,-123.0807225,BC
Balaclava,Carnarvon,Local Street,,Active,Paved,No,,49.23723961934796,-123.1730362,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.28399861422256,-123.06165,BC
Cypress,Angus Drive,Local Street,,Active,Paved,No,,49.219801914378195,-123.148232,BC
Melville/Dunsmuir,Melville,Painted Lanes,NB,Active,Paved,Yes,,49.28627644601697,-123.1217164,BC
Seaside Bypass,Charleson,Local Street,,Active,Paved,Yes,,49.26621791004656,-123.1245869,BC
Off-Broadway,W 7th Ave,Local Street,,Active,Paved,No,,49.26555312474933,-123.1513128,BC
Comox-Helmcken,Comox,Protected Bike Lanes,SL,Active,Paved,Yes,,49.28815280352721,-123.1388977,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.22439460068955,-123.0975499,BC
Cypress,Adera,Local Street,,Active,Paved,No,,49.21164376712835,-123.1435887,BC
Blanca,Blanca,Painted Lanes,PBT,Active,Paved,Yes,,49.26589982943739,-123.2151406,BC
Ridgeway,Discovery,Local Street,,Active,Paved,No,,49.26122959,-123.2031099,BC
Off-Broadway,E 5th Ave,Local Street,,Active,Paved,No,,49.26643560108372,-123.1022099,BC
Off-Broadway,W 8th Ave,Local Street,,Active,Paved,No,,49.26483380533885,-123.1588159,BC
Off-Broadway,W 8th Ave,Local Street,,Active,Paved,Yes,,49.26524595072743,-123.1867882,BC
Midtown,E 38th Ave,Local Street,,Active,Paved,No,,49.23586405807239,-123.0522203,BC
Musqueam Park Trail,,Protected Bike Lanes,OSS,Active,,No,,49.22792368142061,-123.1910419,BC
29th Ave,Nanton,Local Street,,Active,Paved,No,,49.24643479970149,-123.1332897,BC
Dumfries,Dumfries,Local Street,,Active,Paved,No,,49.23829411668095,-123.0740891,BC
Dumfries,Dumfries,Local Street,,Active,Paved,No,,49.24814936870251,-123.0733694,BC
Adanac,Union,Local Street,,Active,Paved,Yes,,49.27738590392619,-123.084116,BC
Seaside,Off Street,Protected Bike Lanes,OSS,Active,Paved,Yes,,49.27294828948408,-123.1194882,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.25001835612278,-123.1049362,BC
14th Ave,W 14th Ave,Local Street,,Active,Paved,No,,49.25852048728792,-123.1083314,BC
45th Ave,E 47th Ave,Local Street,,Active,Paved,No,,49.227640974963336,-123.0680185,BC
Central Valley,Grandview Hwy North,Local Street,,Active,Paved,Yes,,49.25836920094827,-123.056291,BC
Ontario,Ontario,Local Street,,Active,Paved,Yes,,49.24911762064256,-123.104977,BC
Adanac,Union,Local Street,,Active,Paved,Yes,,49.27749880975912,-123.0906664,BC
Bute,Bute,Local Street,,Active,Paved,No,,49.284421723289654,-123.129372,BC
Off-Broadway,W 8th Ave,Local Street,,Active,Paved,Yes,,49.26509223219459,-123.1770405,BC
Off-Broadway,E 7th Ave,Local Street,,Active,Paved,No,,49.264237865523306,-123.0777891,BC
Seaside,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.289599116648525,-123.1159809,BC
10th Ave,W 10th Ave,Local Street,,Active,Paved,Yes,,49.26145462912707,-123.0804203,BC
Off-Broadway,E 7th Ave,Local Street,,Active,Paved,No,,49.26424539587552,-123.0787545,BC
Cypress,Angus Drive,Local Street,,Active,Paved,No,,49.23510303077081,-123.1476579,BC
Sunrise,N Kaslo,Local Street,,Active,Paved,No,,49.28945683802605,-123.0466801,BC
Chilco,Chilco,Local Street,,Active,Paved,No,,49.291097267069325,-123.1418347,BC
SW Marine,SW Marine Drive,Painted Lanes,NB,Active,Paved,Yes,,49.235657818390166,-123.1995805,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.21244955,-123.1240581,BC
East Side Cross Cut,Nootka St,Local Street,,Active,Paved,No,,49.259591476111254,-123.0401382,BC
Stanley Park Trails,Off Street,Protected Bike Lanes,OSS,Active,Unpaved,No,,49.30120445112212,-123.1509267,BC
Kent,E Kent Ave South,Local Street,,Active,Paved,No,,49.20743578218827,-123.0968252,BC
Marine Way,Marine Way,Protected Bike Lanes,R,Active,Paved,No,,49.20684873599381,-123.0303448,BC
Dumfries,E 15th Ave,Local Street,,Active,Paved,No,,49.25650431559046,-123.0734222,BC
Dumfries,Lane E of Dumfries,Protected Bike Lanes,OSS,Active,Paved,No,,49.21788205542986,-123.0740311,BC
Ontario,Ontario,Protected Bike Lanes,,Active,Paved,Yes,,49.26996297575496,-123.1046071,BC
Sunrise,Vivian Drive,Local Street,,Active,Paved,No,,49.21520073204453,-123.0520048,BC
Nelson,Nelson,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27637307822204,-123.1185515,BC
Yukon,W 16th Ave,Protected Bike Lanes,R,Active,Paved,No,,49.25685039088224,-123.1128118,BC
Mosaic,Woodland Drive,Local Street,,Active,Paved,Yes,,49.26162653431957,-123.0736445,BC
Mosaic,McLean Drive,Local Street,,Active,Paved,Yes,,49.28153234770354,-123.0741128,BC
Kent,Off Street,Protected Bike Lanes,OSS,Active,Unpaved,No,,49.20591938178594,-123.0539482,BC
Sunrise,Vivian St,Local Street,,Active,Paved,No,,49.226529420187234,-123.0502297,BC
Ontario,Ontario,Protected Bike Lanes,SL,Active,Paved,Yes,,49.223300162003056,-123.1060405,BC
Seaside,Burrard Marina Parking,Painted Lanes,NB,Active,Paved,No,,49.276237296078094,-123.1405628,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.26910476807305,-123.1737965,BC
Alberni,Alberni,Painted Lanes,NB,Active,Paved,Yes,,49.29065342884619,-123.1320126,BC
Beatty,Beatty,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27928021356723,-123.1114122,BC
Inverness,Inverness,Local Street,,Active,Paved,No,,49.21400477,-123.0801268,BC
45th Ave,W 45th Ave,Local Street,,Active,Paved,No,,49.23064928,-123.1420114,BC
Mosaic,Woodland Drive,Local Street,,Active,Paved,Yes,,49.262264549634246,-123.0736323,BC
East Side Cross Cut,Lillooet St,Local Street,,Active,Paved,No,,49.27158044425856,-123.038923,BC
SW Marine,SW Marine Drive,Painted Lanes,PBT,Active,Paved,Yes,,49.21858751373894,-123.1578402,BC
Masumi Mitsui Greenway,W 59th Ave,Local Street,,Active,Paved,No,,49.21702246784653,-123.124223,BC
Masumi Mitsui Greenway,E 59th Ave,Local Street,,Active,Paved,No,,49.216784331012555,-123.1040698,BC
Valley,Trafalgar,Local Street,,Active,Paved,Yes,,49.272512731017144,-123.1643687,BC
Adanac,Adanac,Local Street,,Active,Paved,Yes,,49.27752481720408,-123.0643146,BC
Keefer,Keefer,Local Street,,Active,Paved,No,,49.279438234117826,-123.1013544,BC
Valley,Trafalgar,Local Street,,Active,Paved,No,,49.26512678875903,-123.1646317,BC
Seaside Bypass,W 2nd Ave,Protected Bike Lanes,R,Active,Paved,Yes,,49.26657206773911,-123.114978,BC
29th Ave,Nanton,Local Street,,Active,Paved,No,,49.24632814291527,-123.1288085,BC
Pandora,PANDORA ST,Local Street,,Active,Paved,No,,49.28303815,-123.0661893,BC
Seaside,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.269924674131026,-123.116924,BC
Lakewood,Lakewood,Local Street,,Active,Paved,No,,49.26524411900366,-123.0619692,BC
49th Ave,W 49th Ave,Protected Bike Lanes,SL,Active,Paved,Yes,,49.22623317285535,-123.11968,BC
Fraser River Trail,Off Street,Protected Bike Lanes,OSB,Active,Unpaved,No,,49.20551252206332,-123.0435232,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.24984331066956,-123.1203445,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.244095719866195,-123.1205469,BC
Killarney,E 46th Ave,Local Street,,Active,Paved,No,,49.228483784192534,-123.056841,BC
Midtown,Camosun,Local Street,,Active,Paved,No,,49.23625931197657,-123.1968834,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.23719409102607,-123.1102303,BC
10th Ave,W 10th Ave,Local Street,,Active,Paved,Yes,,49.26228428011133,-123.1169286,BC
14th Ave,W 14th Ave,Local Street,,Active,Paved,No,,49.25879472673823,-123.1188537,BC
29th Ave,W 29th Ave,Local Street,,Active,Paved,No,,49.24624821011504,-123.1982405,BC
Ridgeway,Quesnel Drive,Local Street,,Active,Paved,No,,49.25078072637779,-123.1727577,BC
45th Ave,E 45th Ave,Local Street,,Active,Paved,No,,49.229147017616086,-123.0896277,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.23829397640189,-123.1552899,BC
Comox-Helmcken,Comox,Painted Lanes,PBT,Active,Paved,Yes,,49.286244171306315,-123.1359496,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.252147121834824,-123.1756617,BC
Off-Broadway,Yew,Local Street,,Active,Paved,No,,49.26361387813719,-123.1553068,BC
Central Valley,Grandview Hwy North,Protected Bike Lanes,SL,Active,Paved,Yes,,49.26359215141685,-123.069406,BC
Charles,Nanaimo St.,Protected Bike Lanes,R,Active,Paved,No,,49.273185144843055,-123.0565834,BC
Gladstone,Gladstone,Local Street,,Active,Paved,No,,49.24698521379435,-123.06053,BC
Cassiar,Cassiar,Local Street,,Active,Paved,No,,49.28102675088522,-123.0308367,BC
Adanac,Adanac,Local Street,,Active,Paved,Yes,,49.27744115089668,-123.0327778,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.261691441875634,-123.1740652,BC
Burrard Bridge,Burrard Bridge,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27684925919312,-123.1327249,BC
Burnaby,Burnaby,Local Street,,Active,Paved,No,,49.28159081,-123.1352062,BC
63rd Ave,W 63rd Ave,Local Street,,Active,Paved,Yes,,49.21334908846273,-123.1068059,BC
Burrard Bridge,Burrard Bridge,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27609692768773,-123.1349868,BC
45th Ave,E 45th Ave,Local Street,,Active,Paved,No,,49.22911575752428,-123.0869977,BC
Yukon,Yukon,Local Street,,Active,Paved,No,,49.24627210408305,-123.1123129,BC
Kerr,Kerr,Painted Lanes,NB,Active,Paved,Yes,,49.22250326804442,-123.0411662,BC
Seaside,Point Grey Rd,Local Street,,Active,Paved,No,,49.27329448450331,-123.1643411,BC
Kent,Borden,Local Street,,Active,Paved,No,,49.21029028177173,-123.0739645,BC
10th Ave,W 10th Ave,Local Street,,Active,Paved,Yes,,49.26245946429744,-123.1278239,BC
Pandora,PANDORA ST,Local Street,,Active,Paved,No,,49.283102558255834,-123.071463,BC
Midtown/Ridgeway,E 37th Ave,Local Street,,Active,Paved,No,,49.23649186004437,-123.0856419,BC
14th Ave,W 14th Ave,Local Street,,Active,Paved,No,,49.25877705412755,-123.1303469,BC
Burrard,Burrard,Protected Bike Lanes,R,Active,Paved,Yes,,49.271564479100135,-123.1454172,BC
Smithe,Smithe,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27951171267134,-123.1201856,BC
10th Ave,W 10th Ave,Local Street,,Active,Paved,Yes,,49.26150166538563,-123.0862236,BC
Masumi Mitsui Greenway,Upland Drive,Local Street,,Active,Paved,No,,49.21804342569146,-123.064331,BC
Hillcrest,E 29th Ave,Local Street,,Active,Paved,No,,49.244570124380914,-123.0766023,BC
29th Ave,Midlothian Ave,Painted Lanes,NB,Active,Paved,Yes,,49.24395070148505,-123.1101801,BC
Yukon,W 4th Ave,Painted Lanes,NB,Active,Paved,Yes,,49.26746782394578,-123.112784,BC
Midtown/Ridgeway,E 37th Ave,Local Street,,Active,Paved,No,,49.23715168793603,-123.0967264,BC
Seaside,Point Grey Rd,Local Street,,Active,Paved,Yes,,49.27110424493209,-123.1729116,BC
Ridgeway,Quadra,Local Street,,Active,Paved,No,,49.25634840592543,-123.1795993,BC
Arbutus Greenway,Off Street,Protected Bike Lanes,OSB,Active,Paved,Yes,,49.22967662,-123.1554556,BC
22nd Ave,E 22nd Ave,Shared Lanes,,Active,Paved,Yes,,49.25060565582711,-123.038908,BC
Midtown,W 39th Ave,Local Street,,Active,Paved,No,,49.23643916,-123.1856755,BC
Pacific,Pacific St,Protected Bike Lanes,R,Active,Paved,Yes,,49.276797894865226,-123.1321014,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.27044393633106,-123.1737477,BC
Dunbar,Dunbar,Painted Lanes,NB,Active,Paved,Yes,,49.25579919375107,-123.185132,BC
Quebec,Quebec,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27724606013277,-123.1021285,BC
45th Ave,W 45th Ave,Protected Bike Lanes,R,Active,Paved,No,,49.22984396240385,-123.1171541,BC
Carrall,Carrall,Protected Bike Lanes,R,Active,Paved,Yes,,49.277896545774944,-123.1062468,BC
Burrard,Burrard,Protected Bike Lanes,SL,Active,Paved,Yes,,49.26824396941863,-123.1456387,BC
Seaside,Arbutus,Protected Bike Lanes,SL,Active,Paved,No,,49.276054132203406,-123.1512765,BC
Quebec,Quebec,Painted Lanes,NB,Active,Paved,Yes,,49.27306906,-123.1017265,BC
Dunbar,Dunbar,Painted Lanes,NB,Active,Paved,Yes,,49.241184888591974,-123.1852733,BC
Burrard,Burrard,Protected Bike Lanes,SL,Active,Paved,Yes,,49.26737704704297,-123.1456312,BC
Off-Broadway,W 5th Ave,Local Street,,Active,Paved,Yes,,49.266637844552854,-123.1132219,BC
Off-Broadway,W 7th Ave,Local Street,,Active,Paved,No,,49.265328923320624,-123.1373506,BC
Ridgeway,E 45th Ave,Local Street,,Active,Paved,Yes,,49.22935743814602,-123.0503181,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.25767248186396,-123.0964578,BC
Dunbar,Dunbar,Painted Lanes,NB,Active,Paved,Yes,,49.25309186887623,-123.185155,BC
Heather,Heather,Local Street,,Active,Paved,No,,49.20679247423846,-123.1241626,BC
BC Parkway,Vanness,Local Street,,Active,Paved,No,,49.242480342937306,-123.0421336,BC
BC Parkway,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.24461506413132,-123.0476812,BC
Cypress,Adera,Local Street,,Active,Paved,No,,49.210775408682856,-123.1436161,BC
Masumi Mitsui Greenway,W 58th Ave,Protected Bike Lanes,OSB,Active,Paved,No,,49.217734968426214,-123.1086265,BC
Chilco,Chilco,Local Street,,Active,Paved,No,,49.29171156841516,-123.1409074,BC
BC Parkway,Off Street,Protected Bike Lanes,OSS,Active,Paved,No,,49.257861195410285,-123.0612247,BC
42nd Ave,W 42nd Ave,Local Street,,Active,Paved,No,,49.232304954698655,-123.1094701,BC
York,York Ave,Local Street,,Active,Paved,Yes,,49.271665856320105,-123.1530834,BC
Cambie,Cambie,Painted Lanes,NB,Active,Paved,Yes,,49.227907835310674,-123.1164202,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.23088516191606,-123.175846,BC
Gladstone,Gladstone,Local Street,,Active,Paved,No,,49.23641588315052,-123.0620901,BC
Chilco,Chilco,Local Street,,Active,Paved,No,,49.292504879953526,-123.1397109,BC
Midtown,Cariboo,Local Street,,Active,Paved,No,,49.243909994685716,-123.0279013,BC
Seaside,Off Street,Protected Bike Lanes,OSB,Active,Paved,No,,49.27358611084472,-123.1544546,BC
10th Ave,W 10th Ave,Protected Bike Lanes,R,Active,Paved,Yes,,49.26240660410311,-123.1245442,BC
Burrard Bridge,Burrard Bridge,Protected Bike Lanes,SL,Active,Paved,Yes,,49.27363724597823,-123.1425114,BC
Yukon,Yukon,Local Street,,Active,Paved,No,,49.25187027,-123.1127073,BC
Balaclava,Balaclava,Local Street,,Active,Paved,No,,49.26865952938744,-123.1738127,BC
St George,ST. GEORGE ST,Local Street,,Active,Paved,No,,49.26178209782694,-123.0930011,BC
Midtown,Earles,Shared Lanes,,Active,Paved,Yes,,49.24430270509244,-123.042421,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.23496119310284,-123.0971381,BC
Yukon,Yukon,Local Street,,Active,Paved,No,,49.252231593176816,-123.1126913,BC
Midtown/Ridgeway,W 37th Ave,Local Street,,Active,Paved,No,,49.23712079104478,-123.1111337,BC
Beach,BEACH AV,Protected Bike Lanes,SL,Active,Paved,Yes,,49.283806602917295,-123.1423491,BC
Seaside Bypass,NW Marine Dr,Painted Lanes,NB,Active,Paved,Yes,,49.27232321873409,-123.2041928,BC
29th Ave,W 29th Ave,Local Street,,Active,Paved,No,,49.246127426415015,-123.1743395,BC
Sunrise,Slocan,Local Street,,Active,Paved,No,,49.26329108958833,-123.0495599,BC
Prince Edward,Prince Edward,Local Street,,Active,Paved,No,,49.25088618656106,-123.0966998,BC
Gladstone,E 27th Ave,Local Street,,Active,Paved,No,,49.246738403266264,-123.0604737,BC
Off-Broadway,W 8th Ave,Local Street,,Active,Paved,Yes,,49.265010797719505,-123.1715593,BC
